cluster,daily_trade_count,avg_trade_size_usd,daily_win_rate,pnl_volatility
0,172.4254929034842,10790.69233843172,0.4412438994761919,19425.102161368362
1,60.57092179659617,5727.116078686804,0.27746847974494726,18677.719469565483
2,159.08333333333334,33569.102223713766,0.35233288809198676,150401.79734551377
